School Name,Rk,Gtm,Location,Opp,Type_adv,Score Rslt_adv,Score Tm_adv,Score Opp_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score Tm_bas,Score Opp_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
MIAMI (FL),26.5,26.5,,,,,71.0,80.6,,27.2,60.3,0.4523999999999999,6.5,21.9,0.29929999999999995,20.7,38.4,0.5387000000000001,0.5068,10.1,13.6,0.7561,7.9,20.3,28.2,12.8,6.8,3.5,10.3,13.4,29.0,59.7,0.48480000000000006,9.5,23.8,0.40170000000000006,19.5,35.9,0.5416000000000001,0.5645,13.1,17.2,0.7585999999999999,8.8,23.2,32.0,16.8,6.1,2.8,10.0,12.5,,,,71.0,80.6,,102.75999999999999,116.30999999999999,69.12,0.2344,0.3639,0.5325,46.96,48.44,9.799999999999999,9.82,0.5068,13.26,24.859999999999996,0.1748,0.5645,12.79,75.14999999999999,0.22210000000000002
MIAMI (OH),29.5,29.5,,,,,77.5,72.9,,27.7,60.1,0.4619,11.0,27.8,0.4006,16.7,32.3,0.5154,0.5541000000000001,11.1,15.9,0.6777,7.5,23.4,30.9,17.2,7.5,3.5,11.5,17.6,26.8,61.4,0.43900000000000006,6.9,22.0,0.3229,19.9,39.4,0.5089,0.4957999999999999,12.4,17.6,0.7034999999999999,10.6,23.2,33.8,11.6,7.7,2.9,11.9,15.1,,,,77.5,72.9,,108.57000000000001,102.28,70.49000000000001,0.26860000000000006,0.4627,0.5740000000000001,47.72,61.42999999999999,10.57,8.78,0.5541000000000001,14.450000000000003,24.33,0.18819999999999998,0.4957999999999999,14.540000000000001,75.66999999999999,0.2041
MICHIGAN,32.5,32.5,,,,,73.4,74.8,,25.6,59.3,0.43129999999999996,6.3,22.6,0.2805,19.3,36.7,0.5298,0.4843,15.9,21.5,0.7405,9.9,25.1,35.0,14.4,4.2,2.6,12.4,18.0,25.6,65.7,0.39039999999999997,8.4,27.8,0.3081,17.2,37.9,0.4527,0.4545,15.2,19.6,0.7752000000000001,11.3,22.1,33.4,12.7,7.1,3.0,8.5,18.4,,,,73.4,74.8,,101.97,103.60999999999999,72.13,0.36829999999999996,0.38489999999999996,0.5266,51.529999999999994,55.860000000000014,5.779999999999999,6.709999999999999,0.4843,15.069999999999999,31.389999999999997,0.271,0.4545,10.110000000000001,68.61,0.2344
MICHIGAN STATE,32.5,32.5,,,,,74.2,66.9,,25.6,60.2,0.42869999999999997,7.2,20.8,0.34519999999999995,18.4,39.4,0.4763,0.4885999999999999,15.8,21.9,0.7242999999999999,10.2,27.1,37.3,14.2,4.7,4.1,9.6,16.4,23.9,58.6,0.40750000000000003,5.9,23.6,0.25220000000000004,18.0,35.0,0.5161,0.4577,13.2,18.0,0.7184,7.0,23.5,30.5,11.5,5.2,3.5,9.5,19.3,,,,74.2,66.9,,106.21999999999998,96.01,69.83000000000001,0.376,0.34450000000000003,0.5275000000000001,54.65,55.330000000000005,6.7,11.75,0.4885999999999999,12.010000000000002,29.8,0.27259999999999995,0.4577,12.41,70.2,0.23570000000000002
MIDDLE TENNESSEE,29.5,29.5,,,,,78.9,76.9,,28.2,63.2,0.44749999999999995,8.4,27.8,0.31450000000000006,19.8,35.4,0.5599000000000001,0.5155000000000001,14.1,21.0,0.6592,10.6,26.1,36.7,12.8,5.7,4.1,11.4,17.5,27.6,63.0,0.44010000000000005,7.0,22.1,0.31379999999999997,20.6,40.9,0.5069,0.4976,14.7,20.6,0.7074,8.2,24.6,32.8,12.9,6.8,3.0,9.8,18.1,,,,78.9,76.9,,106.67999999999999,103.75,69.13999999999999,0.3397,0.4391999999999999,0.5425000000000001,52.709999999999994,45.68,7.799999999999999,9.92,0.5155000000000001,13.540000000000001,30.2,0.23010000000000003,0.4976,12.059999999999999,69.82,0.2375
MILWAUKEE,27.5,27.5,,,,,77.0,73.9,,27.9,60.2,0.4626,5.5,18.7,0.2972,22.4,41.5,0.5389,0.5082000000000001,15.7,22.1,0.7008,12.0,20.9,32.9,16.2,7.8,3.4,12.2,17.7,26.2,56.6,0.46390000000000003,8.3,21.7,0.38570000000000004,17.9,34.9,0.5187999999999999,0.5375,13.2,17.8,0.7527999999999999,7.6,19.3,26.9,14.4,6.8,4.2,11.8,19.1,,,,77.0,73.9,,110.35,105.65,68.43,0.3765,0.3113,0.5443,54.839999999999996,57.29,11.05,9.94,0.5082000000000001,14.75,37.58,0.268,0.5375,15.13,62.42,0.2326
MINNESOTA,27.5,27.5,,,,,66.4,71.3,,24.3,56.9,0.4302,6.2,19.7,0.3117,18.1,37.2,0.4918,0.4859,11.6,16.0,0.7252000000000001,9.3,20.8,30.1,13.7,6.4,3.9,9.6,18.6,25.3,55.2,0.45870000000000005,6.2,17.5,0.36319999999999997,19.1,37.7,0.5058999999999999,0.5157999999999999,14.5,20.3,0.7099,8.2,21.8,30.0,15.2,5.5,4.0,9.7,15.8,,,,66.4,71.3,,101.77000000000001,108.87,64.71000000000001,0.2812,0.3506,0.5205,49.879999999999995,56.92,9.82,10.429999999999998,0.4859,13.080000000000002,30.080000000000002,0.20600000000000002,0.5157999999999999,13.05,69.91999999999999,0.2682
MISSISSIPPI,31.5,31.5,,,,,75.6,79.0,,26.2,59.0,0.44639999999999996,7.4,21.9,0.3426,18.8,37.1,0.5119,0.5097,15.8,20.7,0.7766,7.7,20.4,28.1,11.3,7.9,1.9,8.9,19.5,26.5,55.1,0.48200000000000004,8.7,24.1,0.3611,17.8,31.0,0.5775,0.561,17.3,23.1,0.7484,8.3,24.1,32.4,16.1,5.8,3.8,11.7,18.0,,,,75.6,79.0,,108.38,113.13,69.77000000000001,0.36050000000000004,0.37210000000000004,0.5504,46.269999999999996,42.599999999999994,11.33,5.889999999999999,0.5097,11.459999999999999,23.630000000000003,0.27399999999999997,0.561,14.979999999999999,76.37,0.31789999999999996
MISSISSIPPI STATE,29.5,29.5,,,,,80.2,80.0,,28.0,63.9,0.44329999999999997,8.8,28.5,0.3064,19.2,35.4,0.5559000000000001,0.5134,15.4,20.5,0.7462,10.7,23.3,34.0,14.2,8.8,4.2,10.7,19.3,27.1,59.6,0.4537,9.5,27.2,0.3442,17.6,32.4,0.5458,0.5321,16.3,22.8,0.7132999999999999,9.3,25.1,34.4,14.7,6.2,2.7,11.9,17.6,,,,80.2,80.0,,109.68999999999998,108.79,72.46000000000001,0.3252,0.44980000000000003,0.5509,49.510000000000005,51.2,12.07,13.62,0.5134,12.819999999999999,29.45,0.24480000000000005,0.5321,14.469999999999999,70.55,0.2775
MISSISSIPPI VALLEY STATE,26.5,26.5,,,,,56.6,77.9,,19.7,49.4,0.40199999999999997,5.6,16.5,0.34279999999999994,14.1,32.9,0.4319,0.4579,11.6,18.1,0.6248,5.2,19.0,24.2,9.1,5.0,1.9,14.1,15.8,28.6,58.5,0.4909,6.4,18.0,0.3423,22.2,40.5,0.544,0.5448999999999999,14.3,22.4,0.6493,9.9,24.0,33.9,12.9,9.3,3.1,8.9,16.7,,,,56.6,77.9,,83.92,115.88999999999999,67.53,0.39159999999999995,0.331,0.48739999999999994,41.84,44.57,7.3100000000000005,4.74,0.4579,19.580000000000002,17.9,0.25020000000000003,0.5448999999999999,11.32,82.1,0.25220000000000004
MISSOURI,29.5,29.5,,,,,86.6,85.4,,29.5,61.0,0.4812,8.6,24.4,0.3538,20.9,36.6,0.5714,0.5516,19.0,25.2,0.7687,10.9,18.0,28.9,14.2,7.8,1.8,10.3,20.4,29.5,57.9,0.5124000000000001,7.2,21.6,0.3478,22.3,36.3,0.6176999999999999,0.5744999999999999,19.2,25.0,0.7623,9.3,19.1,28.4,14.9,7.3,3.6,12.3,19.9,,,,86.6,85.4,,119.33,117.54,71.72999999999999,0.4281,0.39959999999999996,0.5930000000000001,50.35,48.8,10.830000000000002,5.029999999999999,0.5516,12.32,35.690000000000005,0.3254,0.5744999999999999,15.0,64.30999999999999,0.3355
MISSOURI STATE,27.5,27.5,,,,,64.6,67.2,,24.1,52.5,0.46230000000000004,6.6,18.7,0.34319999999999995,17.5,33.8,0.5174,0.5266,9.8,15.6,0.6232,7.9,21.7,29.6,12.3,7.1,3.6,13.5,17.3,23.9,52.0,0.4569,7.4,22.2,0.31589999999999996,16.5,29.8,0.5586,0.5263,12.0,17.5,0.6498000000000002,6.1,19.7,25.8,14.3,7.0,3.5,11.6,14.3,,,,64.6,67.2,,98.55,102.51999999999998,65.0,0.3004,0.35760000000000003,0.5421,53.620000000000005,51.29,10.7,12.02,0.5266,18.36,28.660000000000004,0.188,0.5263,15.99,71.34,0.23789999999999994
MONMOUTH,28.5,28.5,,,,,69.7,70.6,,23.9,55.6,0.43,7.1,19.2,0.35470000000000007,16.8,36.4,0.4615,0.4936999999999999,14.8,20.4,0.7346,7.9,21.8,29.7,13.3,5.7,4.6,8.6,15.6,25.1,58.7,0.4285,8.3,22.9,0.36419999999999997,16.8,35.8,0.47030000000000005,0.49879999999999997,12.1,16.4,0.7434999999999999,11.4,21.2,32.6,12.3,5.0,3.6,9.7,16.6,,,,69.7,70.6,,106.42999999999999,107.97999999999999,64.6,0.3847,0.34469999999999995,0.5332999999999999,47.93,55.27,8.76,12.7,0.4936999999999999,11.629999999999999,26.93,0.2783999999999999,0.49879999999999997,12.77,73.07000000000001,0.21060000000000004
MONTANA,30.5,30.5,,,,,76.3,70.4,,26.6,52.5,0.5126999999999999,6.6,18.4,0.3693,20.0,34.1,0.5876999999999999,0.5739,16.5,21.6,0.7631,5.0,23.0,28.0,12.6,5.9,2.4,9.8,17.9,25.4,56.6,0.4539000000000001,5.6,19.0,0.31579999999999997,19.8,37.6,0.5327,0.5035,14.0,19.9,0.7239,7.2,21.0,28.2,9.7,4.4,3.0,9.8,17.8,,,,76.3,70.4,,112.22999999999999,103.2,67.25,0.4363,0.3399,0.6104,50.42,47.92,8.719999999999999,6.15,0.5739,13.570000000000002,19.52,0.3335,0.5035,13.13,80.47999999999999,0.2459
MONTANA STATE,28.5,28.5,,,,,70.2,68.7,,25.1,53.5,0.47079999999999994,7.2,21.7,0.3298,17.9,31.8,0.5722,0.5381,12.8,18.0,0.7064,4.9,22.9,27.8,13.3,5.3,4.2,8.2,15.2,25.0,58.4,0.4312,5.5,18.3,0.3043,19.5,40.1,0.4896,0.4784,13.2,17.8,0.7417,9.0,23.4,32.4,11.6,4.9,1.8,7.9,16.1,,,,70.2,68.7,,106.77000000000001,104.8,65.57,0.33690000000000003,0.40730000000000005,0.5684,46.32,51.94000000000001,8.150000000000002,10.389999999999999,0.5381,11.73,16.980000000000004,0.23900000000000002,0.4784,10.530000000000001,83.02000000000001,0.22820000000000001
MOREHEAD STATE,27.5,27.5,,,,,60.7,70.4,,20.5,54.4,0.37820000000000004,5.7,20.1,0.273,14.8,34.3,0.43699999999999994,0.43010000000000004,14.0,19.4,0.7192000000000001,9.0,21.5,30.5,9.6,5.5,1.6,10.6,16.6,24.3,52.4,0.46530000000000005,6.3,16.2,0.3895,18.0,36.2,0.4971,0.5261000000000001,15.5,19.9,0.7663,6.2,24.0,30.2,11.7,6.8,3.8,9.3,16.5,,,,60.7,70.4,,93.56,107.92999999999999,65.09,0.3649,0.37170000000000003,0.47969999999999996,50.22,45.980000000000004,8.5,4.43,0.43010000000000004,14.290000000000001,27.089999999999996,0.2649,0.5261000000000001,13.179999999999998,72.92,0.304
MORGAN STATE,27.5,27.5,,,,,76.0,79.1,,26.7,61.3,0.4377,4.2,14.0,0.29879999999999995,22.5,47.3,0.48019999999999996,0.47140000000000004,18.4,24.0,0.7745,12.4,22.1,34.5,11.6,5.9,4.7,12.3,17.1,28.1,66.2,0.42729999999999996,7.9,21.9,0.35140000000000005,20.2,44.3,0.46080000000000004,0.4880999999999999,15.0,21.5,0.7028,13.8,21.6,35.4,15.0,6.2,5.3,11.7,19.0,,,,76.0,79.1,,103.24000000000001,107.67,72.59,0.39609999999999995,0.2283,0.5235,49.71,43.239999999999995,8.02,10.77,0.47140000000000004,14.389999999999997,36.26,0.3047,0.4880999999999999,13.34,63.74000000000001,0.22890000000000002
MOUNT ST. MARY'S,31.5,31.5,,,,,67.2,67.8,,24.0,54.9,0.43859999999999993,8.8,23.6,0.37729999999999997,15.2,31.3,0.48340000000000005,0.5198000000000002,10.4,13.8,0.7772,6.5,27.6,34.1,14.4,4.3,2.6,13.0,13.7,24.2,61.9,0.3901,9.3,29.9,0.303,14.9,32.0,0.47009999999999996,0.4648,10.1,12.6,0.7844,8.2,21.5,29.7,14.1,6.9,4.0,7.7,15.0,,,,67.2,67.8,,99.32999999999998,99.67999999999999,67.67999999999999,0.2571,0.433,0.5490999999999999,53.73,60.19,6.36,8.51,0.5198000000000002,17.54,23.580000000000002,0.1937,0.4648,10.059999999999999,76.42,0.1637
MURRAY STATE,28.5,28.5,,,,,67.5,65.1,,21.9,55.4,0.3968,7.3,22.5,0.3154,14.6,32.9,0.44699999999999995,0.46229999999999993,16.4,21.0,0.7799,8.5,23.3,31.8,10.8,5.7,3.1,9.0,17.2,23.1,54.1,0.42869999999999997,4.8,16.2,0.2762,18.3,37.9,0.48480000000000006,0.4709,14.1,19.3,0.7342000000000001,7.8,22.5,30.3,8.8,5.6,3.4,9.7,18.0,,,,67.5,65.1,,102.93000000000002,99.53,64.7,0.37660000000000005,0.4053,0.5167,50.95,49.290000000000006,8.55,8.18,0.46229999999999993,12.09,27.26,0.29410000000000003,0.4709,13.129999999999999,72.74000000000001,0.2656
NAVY,29.5,29.5,,,,,70.3,68.8,,23.7,56.4,0.42119999999999996,6.1,18.4,0.33809999999999996,17.6,38.0,0.4604000000000001,0.4760000000000001,16.8,22.9,0.7293999999999999,9.3,22.3,31.6,12.2,8.6,2.7,9.4,15.8,24.7,54.8,0.4527,7.5,22.1,0.35039999999999993,17.2,32.7,0.535,0.5215,11.9,16.6,0.7097,8.0,23.8,31.8,11.2,4.2,2.8,12.9,19.4,,,,70.3,68.8,,103.9,101.92,66.61999999999999,0.42469999999999997,0.3278,0.5212,49.830000000000005,52.64,12.62,8.649999999999999,0.4760000000000001,12.329999999999998,28.43,0.31200000000000006,0.5215,16.94,71.57,0.2184
NC STATE,26.5,26.5,,,,,69.2,76.7,,23.4,59.0,0.3972,8.2,25.2,0.31789999999999996,15.2,33.8,0.4542999999999999,0.46719999999999995,14.2,18.7,0.772,8.8,20.5,29.3,13.1,5.8,3.0,8.8,17.5,27.3,56.5,0.4826,6.3,16.2,0.3758,21.0,40.3,0.5202,0.5375,15.8,20.4,0.7809,7.5,25.9,33.4,13.0,5.3,2.8,11.2,14.8,,,,69.2,76.7,,100.38000000000001,111.21000000000001,68.9,0.32010000000000005,0.42939999999999995,0.5105999999999999,46.75,56.480000000000004,8.440000000000001,7.480000000000001,0.46719999999999995,11.440000000000001,25.31,0.24300000000000002,0.5375,14.550000000000002,74.69,0.28900000000000003
NEBRASKA,28.5,28.0,,,,,74.77777777777777,77.77777777777777,,26.11111111111111,58.888888888888886,0.4434444444444445,7.222222222222222,23.22222222222222,0.31022222222222223,18.88888888888889,35.666666666666664,0.5276666666666667,0.5047777777777778,15.333333333333334,20.22222222222222,0.7603333333333333,7.888888888888889,22.77777777777778,30.666666666666668,13.555555555555555,6.222222222222222,2.5555555555555554,10.222222222222221,16.11111111111111,28.333333333333332,60.333333333333336,0.4742222222222222,8.444444444444445,23.444444444444443,0.36599999999999994,19.88888888888889,36.888888888888886,0.5484444444444444,0.5447777777777777,12.666666666666666,17.77777777777778,0.6923333333333334,8.88888888888889,23.77777777777778,32.666666666666664,15.0,5.555555555555555,2.5555555555555554,11.0,17.0,,,,74.77777777777777,77.77777777777777,,105.04444444444444,109.53333333333333,68.88888888888889,0.3502222222222222,0.39499999999999996,0.5455555555555556,48.233333333333334,52.01111111111111,8.766666666666666,6.733333333333333,0.5047777777777778,13.11111111111111,24.266666666666666,0.2672222222222222,0.5447777777777777,13.788888888888888,75.73333333333333,0.20977777777777779
NEVADA,28.5,28.5,,,,,71.9,69.4,,26.5,56.1,0.4711,5.9,20.9,0.2837,20.6,35.2,0.5864,0.5233,13.0,18.0,0.6955,6.0,22.0,28.0,14.8,5.7,4.3,7.6,17.8,23.3,52.9,0.44239999999999996,8.3,22.9,0.3619,15.0,30.0,0.5033000000000001,0.5218999999999999,14.5,20.8,0.689,7.2,23.7,30.9,14.7,5.4,2.1,11.3,18.1,,,,71.9,69.4,,107.71000000000001,104.36999999999998,66.57999999999998,0.33030000000000004,0.3729,0.5557000000000001,47.21,53.75,8.600000000000001,14.11,0.5233,10.36,20.05,0.23969999999999997,0.5218999999999999,15.190000000000001,79.95,0.27840000000000004
NEVADA-LAS VEGAS,28.5,28.5,,,,,66.2,62.4,,23.1,54.0,0.43099999999999994,5.8,18.7,0.3148,17.3,35.3,0.49169999999999997,0.48600000000000004,14.2,19.8,0.692,7.6,26.3,33.9,11.4,5.8,4.0,10.1,14.8,22.7,57.2,0.39690000000000003,6.5,24.6,0.262,16.2,32.6,0.4937,0.45360000000000006,10.5,15.1,0.7041999999999999,7.7,22.9,30.6,13.4,6.3,4.1,9.0,17.7,,,,66.2,62.4,,100.83000000000001,94.77000000000001,65.79999999999998,0.37370000000000003,0.34609999999999996,0.5255000000000001,52.39000000000001,50.190000000000005,8.809999999999999,13.34,0.48600000000000004,13.729999999999999,23.630000000000003,0.2666,0.45360000000000006,12.139999999999999,76.36999999999999,0.18439999999999998
NEW HAMPSHIRE,27.5,27.5,,,,,65.4,74.2,,24.3,59.4,0.41,7.5,25.0,0.2993,16.8,34.4,0.49349999999999994,0.4732,9.3,14.5,0.6489,7.8,20.6,28.4,10.6,6.6,2.2,10.6,16.1,26.9,55.4,0.4885,8.1,22.0,0.373,18.8,33.4,0.5644000000000001,0.5619,12.3,18.2,0.6714,8.1,24.1,32.2,14.1,5.8,4.7,12.1,13.4,,,,65.4,74.2,,95.59,108.30999999999999,68.58,0.24180000000000001,0.4226,0.49450000000000005,47.019999999999996,43.54,9.45,6.99,0.4732,13.8,24.45,0.1557,0.5619,15.86,75.55,0.2239
NEW MEXICO,30.5,30.5,,,,,73.9,70.4,,26.5,59.0,0.4511,5.9,18.2,0.3226,20.6,40.8,0.5023,0.5012,15.0,21.0,0.7008,9.1,22.4,31.5,12.9,8.0,4.2,10.6,16.6,24.4,55.2,0.4425,7.5,22.5,0.3289,16.9,32.7,0.5192,0.5105000000000001,14.1,19.6,0.7121999999999999,7.0,23.1,30.1,14.6,6.9,3.8,12.5,18.6,,,,73.9,70.4,,105.08,100.44,70.24,0.3605,0.30890000000000006,0.5366,51.190000000000005,48.41,11.32,12.940000000000001,0.5012,13.3,28.15,0.2583,0.5105000000000001,16.17,71.85,0.2592
NEW MEXICO STATE,27.5,27.5,,,,,65.8,60.8,,22.1,57.0,0.3882,5.9,20.5,0.28629999999999994,16.2,36.5,0.44370000000000004,0.43979999999999997,15.7,23.6,0.6819999999999999,10.5,24.6,35.1,9.7,6.0,2.5,7.7,18.0,19.1,50.7,0.37720000000000004,6.7,24.8,0.2638,12.4,25.9,0.4833,0.44320000000000004,15.9,22.1,0.7339,6.8,22.3,29.1,10.0,5.9,3.6,9.5,18.6,,,,65.8,60.8,,101.92999999999999,93.83,64.66999999999999,0.4245,0.36080000000000007,0.4828,54.620000000000005,43.71,9.18,10.11,0.43979999999999997,10.070000000000002,31.93,0.2819,0.44320000000000004,13.290000000000001,68.07,0.3172
NEW ORLEANS,26.5,26.5,,,,,68.9,80.5,,25.8,59.8,0.4365,4.3,15.4,0.2543,21.5,44.4,0.4847,0.4726,13.0,18.8,0.6807000000000001,10.8,23.1,33.9,11.7,6.4,3.0,12.8,13.2,29.1,62.6,0.46659999999999996,11.2,29.4,0.3883,17.9,33.2,0.541,0.5572999999999999,11.1,15.7,0.6895999999999999,9.7,21.5,31.2,17.1,7.9,3.7,9.2,16.0,,,,68.9,80.5,,98.27000000000001,115.05999999999999,69.05,0.32320000000000004,0.2559,0.5063000000000001,51.83,45.0,9.2,8.9,0.4726,15.85,33.12,0.22490000000000002,0.5572999999999999,11.73,66.88000000000001,0.1818
NIAGARA,26.5,26.5,,,,,69.7,73.6,,24.0,53.2,0.45220000000000005,7.6,21.0,0.3572,16.4,32.2,0.5215,0.5237999999999999,14.1,18.7,0.7415999999999999,6.4,22.1,28.5,12.0,5.7,2.3,11.6,15.8,26.7,56.8,0.47729999999999995,5.9,17.3,0.3591000000000001,20.8,39.5,0.533,0.5309,14.3,18.2,0.7646,7.5,23.1,30.6,12.9,6.5,3.0,10.3,17.6,,,,69.7,73.6,,103.10999999999999,109.01999999999998,66.94000000000001,0.3514,0.3962,0.5619999999999999,47.9,49.809999999999995,8.389999999999999,5.659999999999999,0.5237999999999999,15.7,21.749999999999996,0.2649,0.5309,13.669999999999998,78.24999999999999,0.25730000000000003
NICHOLLS STATE,28.5,28.5,,,,,74.0,69.9,,25.7,60.5,0.42299999999999993,7.8,21.9,0.3473,17.9,38.6,0.45899999999999996,0.48699999999999993,14.8,22.6,0.6439,10.0,25.1,35.1,11.2,7.3,3.4,9.8,16.8,25.2,60.5,0.4163,7.3,22.5,0.31880000000000003,17.9,38.0,0.4687,0.47640000000000005,12.2,17.9,0.6655,10.1,23.6,33.7,12.4,6.6,4.8,11.6,15.9,,,,74.0,69.9,,104.19000000000001,98.79,69.09,0.38780000000000003,0.362,0.5168000000000001,51.0,44.02,10.45,8.95,0.48699999999999993,12.02,29.639999999999997,0.2549,0.47640000000000005,14.469999999999999,70.35999999999999,0.21939999999999998
NJIT,26.5,26.5,,,,,71.9,79.9,,25.8,62.7,0.4136,8.8,24.8,0.3592,17.0,37.9,0.4508,0.48340000000000005,11.5,15.6,0.7460000000000001,9.2,22.4,31.6,10.2,4.9,2.5,9.9,18.1,28.2,60.1,0.4675000000000001,7.1,22.0,0.299,21.1,38.1,0.5545,0.5266,16.4,22.9,0.6885000000000001,9.5,26.2,35.7,14.1,5.6,4.3,8.7,13.7,,,,71.9,79.9,,102.42,113.64000000000001,69.66999999999999,0.25870000000000004,0.3952,0.5137,47.4,39.620000000000005,6.970000000000001,6.55,0.48340000000000005,12.39,26.73,0.18850000000000003,0.5266,10.85,73.27,0.2822
NORFOLK STATE,30.5,30.5,,,,,77.0,74.3,,28.7,58.8,0.4888,4.0,13.7,0.2975,24.7,45.1,0.5534,0.523,15.6,21.0,0.7474000000000001,9.6,22.0,31.6,14.8,6.8,3.5,11.8,17.4,24.9,58.7,0.42269999999999996,8.2,22.3,0.3629,16.7,36.4,0.4652,0.4931,16.3,22.2,0.7274999999999999,11.2,19.8,31.0,15.2,7.3,3.9,11.9,18.8,,,,77.0,74.3,,108.96,105.37,69.67,0.37170000000000003,0.23399999999999999,0.5602,50.019999999999996,51.75,9.61,9.33,0.523,14.62,31.169999999999998,0.275,0.4931,14.66,68.82999999999998,0.2861
NORTH ALABAMA,30.5,30.5,,,,,78.0,69.9,,28.1,60.2,0.4676,6.7,17.2,0.38199999999999995,21.4,43.0,0.5004,0.523,15.1,21.2,0.7169999999999999,10.0,25.0,35.0,10.7,6.8,3.6,7.7,14.4,24.9,58.2,0.4274,8.5,24.8,0.3434,16.4,33.4,0.4878,0.502,11.6,16.2,0.6944,8.1,22.3,30.4,12.7,4.8,4.9,10.0,16.3,,,,78.0,69.9,,114.82000000000001,103.12,67.88,0.36300000000000004,0.2834,0.5565,53.39,37.19,10.03,11.01,0.523,9.829999999999998,30.669999999999998,0.2594,0.502,13.129999999999999,69.33,0.2091
NORTH CAROLINA,32.5,32.5,,,,,80.3,69.3,,27.7,57.9,0.4805,9.6,23.0,0.4168,18.1,34.9,0.5219,0.5640000000000001,15.3,20.3,0.7565000000000001,7.3,25.1,32.4,15.7,5.6,2.7,10.0,15.1,24.8,57.5,0.4356,7.0,22.3,0.3194,17.8,35.2,0.5119999999999999,0.4974,12.7,18.1,0.7190000000000001,6.8,21.6,28.4,11.1,6.5,3.9,10.1,16.5,,,,80.3,69.3,,115.17,99.27000000000001,69.83000000000001,0.35419999999999996,0.3964,0.5959,53.59000000000001,55.879999999999995,7.989999999999999,7.4799999999999995,0.5640000000000001,12.89,26.35,0.26689999999999997,0.4974,13.2,73.65,0.22669999999999998
NORTH CAROLINA A&T,27.5,27.5,,,,,58.8,68.1,,21.3,52.8,0.4029999999999999,5.5,19.9,0.2693,15.8,32.9,0.4769,0.4553000000000001,10.7,15.5,0.6967,7.7,23.3,31.0,10.7,6.0,2.3,12.1,12.4,24.8,56.2,0.44040000000000007,8.7,24.1,0.35300000000000004,16.1,32.1,0.4968,0.5167,9.8,13.9,0.7270000000000001,7.7,22.7,30.4,15.7,7.3,3.8,9.2,14.8,,,,58.8,68.1,,91.19999999999999,105.63999999999999,64.45,0.2953,0.379,0.489,50.410000000000004,50.92,9.32,7.15,0.4553000000000001,16.809999999999995,25.07,0.2042,0.5167,12.76,74.92999999999999,0.1779
NORTH CAROLINA CENTRAL,28.5,28.5,,,,,75.0,79.4,,25.5,57.4,0.4465,7.2,20.0,0.35309999999999997,18.3,37.4,0.4983000000000001,0.5092000000000001,16.8,24.3,0.6891999999999999,10.0,18.7,28.7,14.9,5.9,2.8,13.7,18.7,29.0,58.9,0.49169999999999997,6.0,17.0,0.3693000000000001,23.0,41.9,0.5435,0.543,15.4,20.5,0.7685000000000001,10.1,22.0,32.1,13.9,8.1,4.0,12.7,19.2,,,,75.0,79.4,,104.22999999999999,110.3,70.26,0.42910000000000004,0.3476,0.5459,47.169999999999995,58.36,8.24,6.710000000000001,0.5092000000000001,16.669999999999998,30.830000000000002,0.29839999999999994,0.543,15.52,69.17,0.2639
NORTH DAKOTA,28.5,28.5,,,,,76.1,78.9,,27.2,58.8,0.46519999999999995,7.9,21.6,0.3729,19.3,37.2,0.5196,0.5335000000000001,13.8,19.3,0.6998,9.0,23.1,32.1,13.1,5.5,2.7,11.5,17.8,27.4,59.8,0.4612,8.4,24.5,0.34190000000000004,19.0,35.3,0.5407,0.5317999999999999,15.7,20.6,0.7666000000000001,8.9,22.5,31.4,14.2,6.8,3.2,9.9,17.8,,,,76.1,78.9,,108.33,112.28000000000002,70.52000000000001,0.33149999999999996,0.36649999999999994,0.5631999999999999,50.769999999999996,48.54,7.779999999999999,7.5699999999999985,0.5335000000000001,14.330000000000002,28.24,0.23689999999999997,0.5317999999999999,12.459999999999999,71.76,0.2625
