School Name,Rk,Gtm,Score Tm_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
LIBERTY,33,33,76.6,,28.4,56.4,0.5088,12.4,29.6,0.441,16,26.8,0.5938,0.6192,7.4,12,0.6334,5.4,23,28.4,18.8,4.6,4,8.8,15,25,58.4,0.4322,7.8,21.8,0.3626,17.2,36.6,0.4724,0.4996,11.8,17.2,0.702,8.8,23.6,32.4,10.4,6.6,2.8,8.8,13.4,,,,,116.46,105.44,66.04,0.2128,0.5202,0.6214,46.56,66.1,7,10.88,0.6192,12.42,18.22,0.1322,0.4996,11.68,81.78,0.2078
LINDENWOOD,31,31,68.6,,24.2,64.4,0.3746,4.2,19.8,0.2044,20,44.6,0.45,0.4066,16,21.2,0.7164,10.2,25.4,35.6,9.4,8.4,4.4,10,16.2,26.6,58.6,0.4566,7.2,20.2,0.3588,19.4,38.4,0.5152,0.5174,13.2,19.6,0.6674,7.6,28.4,36,12.6,6.2,4.6,12.8,17.6,,,,,92.9,99.68,71.96,0.3296,0.3042,0.4584,49.62,37.58,11.42,11.2,0.4066,11.86,26.64,0.2484,0.5174,15.86,73.36,0.2274
LIPSCOMB,33,33,74.8,,23.6,52.8,0.4444,10.8,29.2,0.3698,12.8,23.6,0.5336,0.5464,16.8,19.4,0.8466,5.6,25.4,31,14,6.2,4.2,10.6,11.6,26.6,61.8,0.4334,6.2,22,0.2806,20.4,39.8,0.5266,0.4838,10.2,14,0.7428,8.8,22.2,31,11.4,7.4,3.2,9.4,17,,,,,109.94,102.34,66.54,0.3858,0.55,0.6008,49.78,59.76,9.12,10.22,0.5464,14.62,20.68,0.335,0.4838,12.32,79.32,0.1664
LITTLE ROCK,31,31,68.2,,24.6,57.6,0.4236,6.2,17.4,0.3408,18.4,40.2,0.4572,0.477,12.8,18.6,0.6792,12.2,18.2,30.4,12.4,9.8,5.6,13.2,17.6,23.8,51.8,0.459,8.4,21,0.4056,15.4,30.8,0.5038,0.54,16,22.8,0.6932,9.2,20.2,29.4,14,9,3.2,14,16,,,,,102.14,107.14,67.46,0.333,0.304,0.5126,50.76,50.02,14.52,18.16,0.477,16.56,38.18,0.2306,0.54,18.22,61.82,0.31
LONG BEACH STATE,30,30,67,,21.4,54.2,0.394,7.6,23.2,0.3126,13.8,31,0.449,0.4642,16.6,19.8,0.8162,9.2,22.4,31.6,10.8,5,3,12.8,19.4,24.2,56.8,0.4246,10,27.8,0.3588,14.2,29,0.4902,0.5106,15.4,19.8,0.7738,9,18.8,27.8,13.8,7.4,2.8,8.8,19.6,,,,,100.12,110.52,64.94,0.3632,0.428,0.525,53.08,48.84,7.52,10.88,0.4642,16.84,32.8,0.3048,0.5106,11.72,67.2,0.2772
LONG ISLAND UNIVERSITY,31,31,69.2,,25,57.4,0.4348,5.6,19,0.2918,19.4,38.4,0.5052,0.484,13.6,17,0.8028,11.8,22.4,34.2,9.8,8.6,4.2,10.8,17.8,18.8,47.2,0.4014,5,18.2,0.2818,13.8,29,0.4822,0.4554,15.6,20.2,0.7672,5,18.4,23.4,9.4,5.8,2.2,12.8,17.4,,,,,107.24,90.34,64.52,0.3118,0.3348,0.5294,59.08,39.44,13.24,14.24,0.484,14.3,38.86,0.2502,0.4554,18.28,61.16,0.3442
LONGWOOD,30,30,78.6,,27.8,59.2,0.467,7.4,20.8,0.356,20.4,38.4,0.526,0.53,15.6,22,0.7164,10.4,22,32.4,16.8,8,2,15.8,18.4,28.6,56.8,0.5042,11.2,29.2,0.3768,17.4,27.6,0.6462,0.6026,12.2,19.6,0.646,6.6,21.2,27.8,15.8,9.6,3.8,13.8,19.4,,,,,105.92,108.6,74.18,0.3724,0.3532,0.565,53.82,59.4,10.78,6.78,0.53,18.66,32.72,0.2656,0.6026,17.26,67.28,0.2206
LOUISIANA,31,31,58,,21.2,57.2,0.3684,6.6,23.6,0.2644,14.6,33.6,0.4282,0.4272,9,14.6,0.5832,8,16.2,24.2,10.4,7.4,2.8,8.8,16.8,22.4,51.4,0.4374,4.8,17.6,0.2842,17.6,33.8,0.5288,0.4834,19.2,24.4,0.7816,9.8,25.8,35.6,11.8,5.6,4,13.4,14.8,,,,,87.82,104.88,64.24,0.2498,0.4232,0.45,41.14,50.48,11.04,7.52,0.4272,12.28,23.9,0.1524,0.4834,17.4,76.1,0.373
LOUISIANA STATE,30,30,61.2,,21.8,55.8,0.3888,6.8,27.4,0.2486,15,28.4,0.522,0.4498,10.8,17.2,0.6378,6.4,20.4,26.8,8.8,7.4,3.4,11.8,17,29,59.4,0.4864,8.8,24.8,0.3378,20.2,34.6,0.588,0.5578,12.8,17.8,0.7332,10.2,27.4,37.6,12.8,8.2,3.8,11,16.2,,,,,88.98,114.72,69.04,0.3138,0.491,0.4784,41.44,40.56,10.86,9.34,0.4498,15.5,18.46,0.1974,0.5578,14.02,81.54,0.2274
LOUISIANA TECH,30,30,71.8,,23.4,53,0.4372,7.4,20.4,0.3702,16,32.6,0.4816,0.5116,17.6,23.2,0.7632,8,25.2,33.2,12.4,6,3.4,11,20,22.8,57,0.4006,4.8,19.8,0.2626,18,37.2,0.485,0.4438,16,23.4,0.7376,8,21.6,29.6,7.8,6.2,3.2,9.8,18.6,,,,,105.08,97.8,65.28,0.447,0.4032,0.5656,52.9,56.56,8.54,8.82,0.5116,14.64,26.28,0.3474,0.4438,12.38,73.72,0.2842
LOUISIANA-MONROE,30,30,69.6,,23.6,58.6,0.4026,7.2,16.8,0.426,16.4,41.8,0.3892,0.4654,15.2,19.2,0.8086,8.8,21.6,30.4,11.2,4,2.2,9.8,13,31.4,68.2,0.4592,11.8,32.8,0.3628,19.6,35.4,0.56,0.5458,10.8,14,0.7338,13,25.4,38.4,19.2,7.6,3.6,6.2,15.6,,,,,101.76,124.86,66.88,0.3344,0.2908,0.5148,44.26,47.62,5.82,5.78,0.4654,12.68,24.34,0.2622,0.5458,7.72,75.66,0.162
LOUISVILLE,33,33,71.2,,26.8,61,0.4416,6.8,24.4,0.2786,20,36.6,0.549,0.4976,10.8,14.6,0.7402,9,22.4,31.4,11.6,4.8,2.2,9.8,16,24.8,57.4,0.434,8.8,23.8,0.3666,16,33.6,0.4852,0.5134,12.8,17.4,0.7308,8.4,22.2,30.6,12.2,6,4.6,9.4,15.4,,,,,105.2,104.88,67.72,0.2504,0.3998,0.5252,50.7,43.62,7.06,6.16,0.4976,12.6,28.98,0.1852,0.5134,12.6,71.02,0.2274
LOYOLA (IL),35,34.5,69.25,,24.75,61,0.41075,7.25,27.75,0.259,17.5,33.25,0.5475,0.471,12.5,17,0.71375,9.75,26,35.75,13.75,5.25,5.25,8.75,18,21.75,56.5,0.386,6.5,20,0.33,15.25,36.5,0.43225,0.443,17.5,22.75,0.764,9.25,24.25,33.5,10.25,4.75,2.75,8.5,15.5,,,,,102.675,100.175,67.325,0.27925,0.4585,0.5065,51.65,54.975,7.825,14.45,0.471,11.15,27.5,0.20625,0.443,11.35,72.5,0.30825
LOYOLA (MD),29,29,73.6,,27,57.6,0.4702,9.4,24.4,0.3856,17.6,33.2,0.5376,0.5516,10.2,15.4,0.6462,7.4,20.8,28.2,15.2,6.8,3.4,11.4,17,26.2,55,0.4772,6.4,17,0.3712,19.8,38,0.5206,0.5352,14.2,19.4,0.7366,7.8,21.6,29.4,13.8,7.2,1.2,10.8,14.8,,,,,108.24,107.24,66.5,0.2732,0.4236,0.5674,48.54,56.08,10.06,9.28,0.5516,14.78,25.02,0.1822,0.5352,14.44,74.98,0.257
LOYOLA MARYMOUNT,30,30,77.2,,27.2,58.4,0.4636,9,23,0.3924,18.2,35.4,0.517,0.5396,13.8,17.6,0.7906,5.8,22.8,28.6,15.6,5.6,3.6,8.6,15.8,27.6,61.8,0.4448,9.4,26.4,0.3466,18.2,35.4,0.518,0.5198,12.2,19.6,0.6288,10.8,24.4,35.2,15.8,4.6,3,10.8,15.2,,,,,109.08,108.8,70.32,0.3016,0.39,0.5752,45.34,55.38,7.8,10.32,0.5396,11.12,20.06,0.2366,0.5198,13,79.94,0.1982
MAINE,32,32,66.2,,24.6,56,0.4402,3.8,13.8,0.262,20.8,42.2,0.497,0.4742,13.2,19.6,0.6684,5.4,18.6,24,11.8,9.2,4.8,7,15,25.8,55.6,0.4642,5.2,19.6,0.2712,20.6,36,0.5632,0.5114,10.2,14.2,0.725,9.2,26.6,35.8,12.6,4.6,4,14.8,16.6,,,,,98.72,98.94,67.42,0.3496,0.247,0.5082,39.9,47.54,13.62,14.42,0.4742,9.52,17.28,0.236,0.5114,19.32,82.72,0.1808
MANHATTAN,29,29,80.6,,27,60.4,0.4494,8.8,25.6,0.3486,18.2,34.8,0.5214,0.523,17.8,21.6,0.8404,10.2,22.2,32.4,14.8,4.8,1.8,8.6,14.6,28,62.4,0.453,7.8,27,0.2914,20.2,35.4,0.5808,0.5172,11.6,16.2,0.7288,9.6,21.2,30.8,16.2,5.2,3.6,8.4,17,,,,,117.46,110.14,68.98,0.3626,0.4236,0.5726,51.14,53.6,7,5.06,0.523,10.68,32.9,0.2984,0.5172,10.96,67.1,0.1896
MARIST,28,28,53.8,,20.8,58.6,0.3586,5.2,22.6,0.2392,15.6,36,0.4286,0.4034,7,8.8,0.8084,11,22.4,33.4,11.8,5.6,4,11.6,13.8,22.2,54.4,0.4064,7.2,20,0.3678,15,34.4,0.4338,0.4726,13,17.8,0.7466,8.2,22.8,31,11.4,8.2,3,9.6,12.8,,,,,84.36,101.34,63.82,0.1472,0.3792,0.4322,52.32,56.86,8.72,11.88,0.4034,15.72,32.76,0.1172,0.4726,13.2,67.24,0.2442
MARQUETTE,32,32,73.6,,27,62.4,0.4316,8.8,28.6,0.2958,18.2,33.8,0.5378,0.5008,10.8,16.2,0.6796,7.4,22.8,30.2,10.6,6.8,3.4,9.6,17.4,28.6,63.6,0.4526,6.6,19.6,0.336,22,44,0.5022,0.506,16,20,0.8124,10.6,25.4,36,16.2,5.6,2.6,10.4,15.6,,,,,101.66,110.2,70.82,0.2592,0.4588,0.524,45.32,38.3,9.36,7.56,0.5008,11.72,22.2,0.1738,0.506,12.56,77.8,0.256
MARSHALL,31,31,76,,27.4,63,0.4438,7.8,21,0.3912,19.6,42,0.474,0.5062,13.4,18.6,0.7296,10.8,24.8,35.6,15.8,6.2,7.2,8.2,17.2,22.2,56.4,0.394,6.4,21.4,0.3098,15.8,35,0.4454,0.4526,16.2,23.4,0.6828,9.6,22.2,31.8,8.8,5.6,4.2,10,16,,,,,110.98,97.38,68.58,0.3014,0.3296,0.5364,53.22,57.5,9.16,20.92,0.5062,10.38,31.22,0.2162,0.4526,13.1,68.78,0.2882
MARYLAND,34,34,78.4,,27.2,61.8,0.44,8.2,20.6,0.3964,19,41.2,0.4614,0.5058,15.8,21.8,0.735,7,19.4,26.4,12.4,8.6,4.4,6.4,13.8,25.8,61.4,0.4178,6.8,23.4,0.2918,19,38,0.4968,0.4732,12.2,16.2,0.7678,12.6,24.2,36.8,12.8,3.2,4.6,13.8,18.8,,,,,110.54,99.68,70.94,0.3566,0.3338,0.5432,40.96,44.98,12.04,11.5,0.5058,8.24,22.24,0.2594,0.4732,16.48,77.76,0.1996
MARYLAND-BALTIMORE COUNTY,30,30,78.2,,28.4,61.2,0.4636,10.8,25.2,0.4334,17.6,36,0.4936,0.5516,10.6,15.2,0.6986,4.8,21.6,26.4,12.8,5.4,1,7.6,14.8,31.8,62.4,0.512,9.6,21.8,0.4478,22.2,40.6,0.5502,0.5896,13,17.8,0.7312,10.6,26.6,37.2,16.2,4.8,4.4,10,12.6,,,,,110.5,122.18,70.74,0.2514,0.4104,0.5708,41.9,45.86,7.64,2.5,0.5516,9.96,15.58,0.175,0.5896,12.3,84.42,0.2086
MARYLAND-EASTERN SHORE,29,29,70,,23.8,55.6,0.429,8.8,21.4,0.4058,15,34.2,0.4382,0.5076,13.6,18.4,0.7364,10.4,21.6,32,13.8,4.8,2.8,11.4,20.4,24.4,52.8,0.4674,3.8,14.8,0.2896,20.6,38,0.5514,0.5042,16.4,23,0.6958,7.8,19.4,27.2,13.2,7.6,3.2,10,15,,,,,107.2,105.3,65.64,0.3386,0.3838,0.5454,53.66,57.62,7.34,7.02,0.5076,14.96,35.74,0.2526,0.5042,13.62,64.26,0.3232
MASSACHUSETTS,30,30,67.4,,24.2,63.6,0.3814,6.6,23.2,0.2666,17.6,40.4,0.4428,0.4328,12.4,18,0.7026,12.2,22.2,34.4,12.6,7.8,2.8,10,16.4,27.2,58.4,0.4646,9.8,27.4,0.3552,17.4,31,0.5696,0.5484,13.2,18.4,0.6724,8.4,26.4,34.8,16.6,6.2,3.6,9.8,17,,,,,97.02,111.98,69.26,0.2824,0.3636,0.4674,49.8,50.08,11.26,8.62,0.4328,12.14,31.46,0.1948,0.5484,12.74,68.54,0.238
MASSACHUSETTS-LOWELL,30,30,70.4,,27.6,54.8,0.5058,7.4,20.6,0.3514,20.2,34.2,0.5866,0.5734,7.8,10.4,0.751,6,22.6,28.6,15,6.2,3.4,12.8,13,27.6,56.8,0.4874,6.8,19.8,0.3336,20.8,37,0.565,0.5464,10,14.2,0.6826,5.8,19,24.8,13.2,7.6,4.6,8.6,13.4,,,,,106.26,109.14,66.42,0.1892,0.3752,0.5932,54.06,52.88,9.3,9.1,0.5734,17.56,23.84,0.1414,0.5464,11.9,76.16,0.1732
MCNEESE STATE,33,33,74.4,,26.4,56.2,0.4692,7.6,20.2,0.3638,18.8,36,0.5226,0.5366,14,20.6,0.6566,8.4,24.2,32.6,12.6,8.4,4.2,8.4,17.4,22,59.4,0.3752,8.6,27.6,0.3118,13.4,31.8,0.4296,0.4494,12.4,16.4,0.753,11.2,23.4,34.6,11.8,4.8,2,12.2,15.8,,,,,110.66,96.92,67.1,0.3756,0.36,0.5646,48.48,47.56,12.54,12.98,0.5366,11.34,25.38,0.2578,0.4494,15.42,74.62,0.217
MEMPHIS,33,33,79.8,,28.4,63,0.4516,6,19.8,0.308,22.4,43.2,0.5252,0.5,17,26.2,0.6494,13.4,26.6,40,15,8.8,6.4,13.8,19.4,24.4,59.4,0.4132,8.8,26.8,0.329,15.6,32.6,0.4834,0.4884,17.4,24.6,0.701,9.8,21.2,31,12.8,8,3.2,12,19.8,,,,,107.12,100.82,74.56,0.414,0.3186,0.5312,56.54,52.58,11.74,19.96,0.5,15.56,38.16,0.2688,0.4884,14.34,61.84,0.296
MERCER,31,31,65.6,,22.6,59.6,0.379,7.8,24.4,0.3092,14.8,35.2,0.4188,0.4438,12.6,18.2,0.7388,8.2,27.6,35.8,10.6,6.2,2.2,10.4,14.2,25,61.6,0.4068,9.2,27.4,0.336,15.8,34.2,0.4634,0.481,10.4,14.6,0.717,7.6,28.6,36.2,15.2,8.2,4.4,8.6,15.8,,,,,93.54,99.5,70.02,0.3024,0.409,0.48,49.64,45.7,8.86,6.5,0.4438,13.28,21.98,0.2102,0.481,11.14,78.02,0.17
MERCYHURST,30,30.25,72.75,,25.5,54.5,0.469,8,19.75,0.41025,17.5,34.75,0.51575,0.543,13.75,16.75,0.8145,6.25,18.75,25,13.75,5.25,2.25,9.75,15.75,24.75,54,0.45775,7.75,22.5,0.34525,17,31.5,0.53075,0.53075,14.25,17.75,0.7965,7.5,22.25,29.75,14.25,5.25,2,10.5,14.75,,,,,110.925,109.25,65.725,0.31,0.3615,0.5845,45.7,53.75,7.925,9.65,0.543,13.525,21.75,0.2545,0.53075,14.2,78.25,0.26475
MERRIMACK,31,31,69.4,,25.8,59.2,0.4344,9.4,26,0.3662,16.4,33.2,0.4906,0.5132,8.4,11.6,0.701,4.8,19,23.8,13,12.4,3.6,6.6,15.4,22.6,53.4,0.4246,6.2,19.4,0.3448,16.4,34,0.4718,0.4836,12.2,15.8,0.8068,9.4,27.6,37,13,4.2,2,16.6,12.6,,,,,103.58,94.84,65.62,0.1974,0.4372,0.5358,38.72,50.66,18.32,10.96,0.5132,8.96,14.96,0.145,0.4836,21.36,85.04,0.2294
MIAMI (FL),29,29,69.4,,27.4,63,0.4362,6.6,23,0.2932,20.8,40,0.52,0.4894,8,11.4,0.7534,8.4,18.6,27,12.8,7,4.8,10.4,12.6,30.8,59.4,0.5176,11.2,24.6,0.4652,19.6,34.8,0.556,0.6126,13,16.2,0.8202,7.6,23.4,31,17.8,5.6,2.4,9.6,11.6,,,,,99.62,122.94,69.76,0.1894,0.3652,0.5084,46.74,47.38,9.96,13.96,0.4894,13.16,25.84,0.1328,0.6126,12.32,74.16,0.2246
MIAMI (OH),32,32,78,,27.8,60,0.4642,12.4,28.8,0.4442,15.4,31.2,0.4882,0.568,10,14.4,0.6822,7.6,25,32.6,17,6.4,3.6,10.4,16,26,63.2,0.4128,7.6,25,0.2948,18.4,38.2,0.4854,0.473,10.4,15.8,0.6668,10.6,23.2,33.8,9.6,7.8,3,10.4,13.2,,,,,111.4,100.32,70.08,0.245,0.4796,0.5864,48.96,60.72,9.16,9.48,0.568,13.46,24.48,0.1708,0.473,12.84,75.52,0.1658
MICHIGAN,35,35,72.8,,24.6,61.2,0.4,7.2,23.4,0.3124,17.4,37.8,0.4556,0.4592,16.4,21.2,0.7904,11,25.8,36.8,13.6,3.6,3.4,12.4,17.4,24.2,66.6,0.365,7.2,29,0.258,17,37.6,0.4454,0.4194,15.4,19.6,0.7908,10.8,23.2,34,12.4,6.6,3.2,8.4,18,,,,,99.54,96.8,73.1,0.3458,0.3864,0.5082,52.88,55.22,4.82,8.68,0.4592,14.78,32.84,0.2658,0.4194,9.82,67.16,0.2316
MICHIGAN STATE,35,35,73.8,,25,59,0.4276,6.8,20,0.3354,18.2,39,0.4724,0.4844,17,22.2,0.7724,10.6,25.6,36.2,14,3.2,4.4,9.2,15.2,25.6,61,0.4222,6.8,23.6,0.2878,18.8,37.4,0.5078,0.479,10.4,15.4,0.6584,7.6,22.8,30.4,12.8,5,3.6,7,19,,,,,108.56,100.92,67.94,0.3868,0.3368,0.5336,53.8,56.22,4.72,11.64,0.4844,11.74,30.48,0.2974,0.479,9.34,69.52,0.1776
MIDDLE TENNESSEE,32,32,81.4,,29.6,64.8,0.4554,8.6,29.4,0.2984,21,35.4,0.5858,0.5236,13.6,21.6,0.613,11,27,38,12.8,6,3.4,12.6,18.8,28.6,62.2,0.4582,5.8,21.2,0.26,22.8,41,0.559,0.5062,16.2,22.4,0.7282,7.4,24.6,32,13.4,7,3,10.2,18.4,,,,,106.96,103.62,67.9,0.332,0.4552,0.5428,54.18,43.44,7.96,7.88,0.5236,14.32,30.92,0.2074,0.5062,12.46,69.08,0.2616
MILWAUKEE,30,30,73.4,,26.6,59.2,0.4508,6,21,0.2884,20.6,38.2,0.5394,0.501,14.2,21,0.6272,10.6,19.2,29.8,16.4,9.8,2.2,10.2,17.6,25.4,53.2,0.4776,8,20.8,0.3914,17.4,32.4,0.5424,0.5528,11.4,15.6,0.7556,7.2,20.8,28,16.8,5.6,4.4,15.2,18,,,,,106.54,102.44,68.7,0.3554,0.353,0.53,51.5,60.18,14.16,6.7,0.501,12.92,33.1,0.2394,0.5528,19.74,66.9,0.215
MINNESOTA,30,30,65.6,,24.6,58,0.4252,6.2,19.6,0.3064,18.4,38.4,0.4784,0.4804,10.2,15.6,0.6444,9.8,22.6,32.4,13.8,4.8,4.4,10.6,19.6,26.4,58.4,0.4528,5.6,19,0.2966,20.8,39.4,0.533,0.5018,13.8,21,0.6494,8,22.2,30.2,15,6,3.6,9,14.4,,,,,97.26,106.74,66.08,0.2666,0.3422,0.5066,51.52,56.38,7.02,11.58,0.4804,14,30.2,0.1766,0.5018,11.6,69.8,0.2376
MISSISSIPPI,34,34,74.4,,26.4,58,0.4556,8,22.6,0.3638,18.4,35.4,0.5192,0.5248,13.6,18.2,0.7658,7.4,23,30.4,11.4,9.4,1.8,9.4,19,24.8,54.8,0.4556,6.4,21.2,0.3058,18.4,33.6,0.5506,0.515,15.4,21.8,0.7084,8.6,23.2,31.8,13.6,6,3,12.6,16.8,,,,,107.8,103.78,68.92,0.3196,0.3892,0.5576,48.74,42.88,13.66,5.3,0.5248,12.3,24.04,0.2378,0.515,16.18,75.96,0.2856
MISSISSIPPI STATE,32,32,82,,28.8,65.2,0.4442,9.8,30.2,0.3178,19,35,0.5618,0.5202,14.6,19.8,0.7242,9.4,21.8,31.2,15,8.2,3,9.8,20.4,27.6,58.6,0.4714,7.8,23.6,0.3364,19.8,35,0.57,0.538,17.4,24.6,0.7068,9.8,26.2,36,13.4,5.8,3.6,12.2,17.4,,,,,111.28,109.14,72.1,0.3016,0.469,0.5548,46.1,52.44,11.02,9.02,0.5202,11.84,26.72,0.2226,0.538,14.74,73.28,0.3008
MISSISSIPPI VALLEY STATE,29,29,55.6,,20,51,0.3988,6.4,17.2,0.3724,13.6,33.8,0.409,0.4612,9.2,14.6,0.6576,5.4,19.6,25,9.8,5.6,2.4,14,13.8,28.4,57.4,0.4978,4.2,14.2,0.2882,24.2,43.2,0.5586,0.5338,11.8,18.8,0.6394,8.8,24.6,33.4,11.6,9.4,3.8,10.2,13.8,,,,,83.82,108.82,67.14,0.2982,0.3344,0.4842,43.36,48.64,8.28,5.58,0.4612,19.38,17.74,0.1866,0.5338,13.16,82.26,0.2122
MISSOURI,32,32,78,,25.8,58.8,0.4342,7.2,23,0.3032,18.6,35.8,0.5242,0.4956,19.2,25.4,0.7544,10.4,18.8,29.2,11.8,6,1.8,11.4,20.6,28.4,55.8,0.5156,7.6,20.2,0.4074,20.8,35.6,0.5894,0.5842,20,26.6,0.7474,8,20.4,28.4,15.8,8.4,3.6,11,20.4,,,,,108.44,117.78,71.66,0.4434,0.3936,0.5502,50.5,48,8.48,4.9,0.4956,14.14,33.42,0.3416,0.5842,14.02,66.58,0.3572
MISSOURI STATE,30,30,62.2,,21.8,54,0.4052,7,20.6,0.344,14.8,33.4,0.4426,0.4718,11.6,16.2,0.7128,9.4,20.6,30,11,6,3.2,12,17,24.6,52,0.472,8.2,24,0.3334,16.4,28,0.5912,0.5498,12.2,16.8,0.71,5.8,21.2,27,15.6,5.6,4,9.2,15.4,,,,,97.4,109.1,62.5,0.3052,0.3836,0.5062,52.5,50.78,9.34,11.4,0.4718,16.3,30.5,0.2188,0.5498,13.26,69.5,0.2414
MONMOUTH,31,31,72.2,,24.8,57.2,0.436,8.8,21.2,0.4206,16,36,0.445,0.5136,13.8,19.8,0.724,7.2,21.8,29,14.6,6,5.2,7,16.2,24.8,57.6,0.4314,8.2,21.4,0.3822,16.6,36.2,0.461,0.5022,14,18.4,0.755,10.6,21.6,32.2,13,3.8,3.8,9.8,15.8,,,,,109.18,108.8,64.4,0.3648,0.3686,0.5424,47.4,59.06,9.2,14.16,0.5136,9.48,24.12,0.2522,0.5022,12.82,75.88,0.2484
MONTANA,33,33,78.4,,26.8,52.6,0.5208,7.4,19,0.4092,19.4,33.6,0.5794,0.5892,17.4,23.4,0.756,5,22.8,27.8,12,6,1.4,9.2,16.2,26.4,55.6,0.4788,5.8,20.6,0.2944,20.6,35,0.5832,0.531,13.4,17.8,0.7466,5.8,21.8,27.6,10.6,4,3,10.2,19,,,,,115.46,105.78,68.2,0.4818,0.3446,0.6194,51.48,44.86,8.8,3.82,0.5892,12.62,19.84,0.3576,0.531,13.76,80.16,0.2438
MONTANA STATE,31,31,67.8,,25.8,52.4,0.4938,7.6,22.4,0.3298,18.2,30,0.6118,0.5658,8.6,12.8,0.6542,4,21.6,25.6,15.4,6.2,4.6,9.2,12.8,24.6,59,0.4206,5,18.6,0.276,19.6,40.4,0.485,0.4634,10,13.4,0.7434,9.8,21.6,31.4,11,4.6,2.6,9.2,13.8,,,,,105.22,100.24,64.26,0.2454,0.4262,0.5842,45.18,56.78,9.68,11.36,0.5658,13.62,15.04,0.1642,0.4634,12.3,84.96,0.17
MOREHEAD STATE,30,30,60.6,,21,54.4,0.3872,6.4,21.4,0.2854,14.6,33,0.4516,0.4452,12.2,17.6,0.6894,8.4,21.8,30.2,9,5.8,1.2,9.2,17,21.6,50.8,0.4302,4.4,14.2,0.3244,17.2,36.6,0.4744,0.4754,18.6,22.6,0.8082,6.8,23.6,30.4,10.2,6.6,3.4,9,15.2,,,,,95.64,103.58,63.66,0.3342,0.3992,0.4856,50.12,42.54,9.18,3.24,0.4452,12.72,26.32,0.235,0.4754,12.98,73.68,0.3656
MORGAN STATE,30,30,76.6,,27.2,59,0.461,4.4,12.6,0.3352,22.8,46.4,0.4944,0.497,17.8,23.4,0.7686,10.4,23,33.4,11.4,6.6,6,14.2,18,26.6,64.4,0.4136,7.6,20.8,0.3534,19,43.6,0.4362,0.472,15.8,21.6,0.7258,11.6,20.8,32.4,13.4,6.2,5.4,13.2,19.4,,,,,101.54,101.54,73.34,0.403,0.2144,0.5444,50.96,41.74,8.74,13.74,0.497,16.7,33.48,0.3078,0.472,15,66.52,0.2424
MOUNT ST. MARY'S,34,34,62.8,,21.6,53.2,0.41,8.4,24.8,0.3428,13.2,28.4,0.4688,0.4906,11.2,15.6,0.7216,6.2,27.2,33.4,13.6,4.2,2,12.2,13.4,24,61,0.391,8.4,29.4,0.2718,15.6,31.6,0.5054,0.4598,9,12,0.7386,9,22.4,31.4,13.6,6.6,2.8,8,15.6,,,,,95.36,98.28,66.16,0.3028,0.469,0.5226,52.08,62.98,6.32,6.74,0.4906,16.8,22.18,0.2182,0.4598,10.44,77.82,0.1484
MURRAY STATE,31,31,72.8,,22.6,57,0.3978,8.2,23.6,0.3424,14.4,33.4,0.433,0.4704,19.4,25.6,0.7524,9.6,24.6,34.2,13.2,6.6,4.2,9.4,18.6,24.8,56.6,0.438,6.2,18,0.3248,18.6,38.6,0.4862,0.4904,14.8,20,0.749,7.6,23.2,30.8,9.8,5.8,5,10.4,20.4,,,,,105.92,102.12,67.28,0.4514,0.4142,0.5266,53.1,58.42,9.52,10.98,0.4704,11.98,29.84,0.341,0.4904,13.48,70.16,0.2696
NAVY,32,32,74,,23,52.8,0.437,6.2,17.4,0.365,16.8,35.4,0.4716,0.4964,21.8,27.6,0.7892,9.2,20.6,29.8,12.6,9.4,2.6,9.8,16.2,25.2,54.4,0.4642,8.6,24,0.3752,16.6,30.4,0.5516,0.5438,12.4,17.4,0.7112,8.4,21,29.4,12.4,5.8,3,13,21.4,,,,,110.2,106.8,66.9,0.5372,0.329,0.5588,50.12,55.26,13.88,9.12,0.4964,13.06,30.76,0.4214,0.5438,16.92,69.24,0.2286
